listing_id,comments,sentiment,subjectivity
18674,"Super fast and easy check-in and very friendly service. The price is fair and the apartment has enough space for 7 people. The locations of this flat is amazing. There are lots of cute restaurants, cafes and supermarkets nearby. More or less 3min walking distance to la Sagrada Familia, few bus stops and a metro station close by. <br/>During our stay it wasn't so hot outside so we needed to turn on the heater. It takes a while until it warms up the flat so you may can feel cold as we did.",0.18671875,0.554166667
18674,Amazing flat at a great location in Central Barcelona. Will definitely​ recommend.,0.34375,0.50625
18674,Nice place very big,0.3,0.565
18674,Great location and nice apartment.,0.7,0.875
18674,Un apartamento bonito y bien ubicado!,0,0
18674,Todo bien. Como oportunidad recomendaria mejorar la aislacion de ruido y de calor. Se sentían ruidos de otros departamentos y era frío.,0,0
18674,"Buena ubicación, linda vista.",0,0
18674,"Great Location with a lovely morning view of the Segrada Família. Anna from Barcelona4seasons was punctual and exceptionally helpful in advising on the best way to spend our time in Barcelona. <br/>The apartment was clean, slightly quirky and had everything we needed. The building itself could do with a facelift and the lift is a little tight but all in all a very comfortable stay.",0.387473545,0.698412698
18674,"Nice place next to sagrada , a bit far from downtown and the beaches tough. Kitchen facilities are good , bedrooms are ok for 6 people. One bathroom is good sie but the small one was really very small. Furnitures and overall equipment were new. Towels , linens etc were very clean.",0.187428451,0.568156566
18674,"Appartement bien situé. Les matelas ne sont pas top, un peu trop mou et la clim est quasi inexistante. Donc difficile de dormir sans climatisation dans les chambres.",0.5,0.5
18674,Es un gran apartamento con todas las comodidades. Esta a 2 cuadras de Sagrada Familia y de la estación. Puedes llegar caminando a otros lugares de interés de Barcelona. Es un gran lugar para descansar luego de recorrer la ciudad!,0,0
18674,"This place is conveniently located close to the Sagrada Familia and public transport.  It was very spacious and great for larger families or groups.  Checking into the place was done remotely so make sure your phone is charged when arriving at the place as we had to call our hosts when we arrived and they buzzed us in.  Unfortunately, I think I was allergic to something in the apartment as my eyes become itchy and watered when I was in the unit but cleared up when we went outside. Once I got allergy medicine from the pharmacy It helped me to enjoy my stay and we were out exploring the city most of the time.  Also, we were told and agreed upon a prompt 11 am check out time but were awoken at 8 am by the next guest entering the unit with keys...?  After a brief language barrier (she was Italian) we agreed to check out early since we were already up, while she left her luggage in the unit and left to give us our space/time.    The unit itself was clean and a great deal for the price/location.  We are very laid back people so these two little upsets really didn't affect our wonderful time exploring Barcelona.",0.186050725,0.384299517
18674,"The apartment is lovely, its spacious and has plenty of areas to relax when you're at home. The flat is also well connected and easy to get to from all areas of Barcelona. A great place for a group of friends who want a comfortable, clean and safe place to hang out before heading into Barcelona for the day / night.",0.425,0.636904762
18674,great location,0.8,0.75
18674,"Очень удобное расположение, метро, магазины, все рядом, в двух шагах. Очень хорошие и отзывчивые хозяева, спасибо за чудесные каникулы.",0,0
18674,"Super appartement, fonctionnel, Maria et Mireai sont très réactive. <br/>Appartement peut être un peu bruyant mais sinon tout est top",0.416666667,0.583333333
18674,Great location and amazing view!,0.775,0.825
18674,"very big and clean house, super location and easy check in",0.283333333,0.5825
18674,We had a very nice time at this apartment. We enjoyed the sunny living room with the balcony the most.,0.593333333,0.733333333
18674,Wij hadden een kort maar prima verblijf in dit appartement. De communicatie met de host was goed en ze was erg behulpzaam. De locatie is erg goed met mooi uitzicht op de Kathedraal.,0,0
18674,"Es un apartamento enorme con las habitaciones en la parte del apartamento que no da a la calle, con lo cual es una delicia para dormir y descansar. La zona del salón con la terracota es muy agradable para desayunar viendo la Sagrada Familia. Muy recomendable.",0,0
18674,"I’m really disappointed about the whole experience to be honest. First of all, We arrange a checkout hour the first day, then the owner told us that we had to leave earlier and the last day she told us that we have to leave even earlier, so communication was terrible.<br/>The kitchen flood as soon as we arrive and they fixed the next day so we didn’t have kitchen for 2 of the 3 days basically . But I think the worst part was that they actually told us when we did the check in and after we paid that we he to be extremely quiet during night (which wasn’t in the house rules or anything) because if we did any noises the neighbors will call the police and if that happens we had to leave the apartment right away. There was actually a sign in the building lobby that said that if there was any inconvenient with the “tourist apartment” call the police. So we really don’t recommend this experience for anyone. Also the description said the the  had Air conditioning, and there was only AC at the to living rooms and one didn’t even work. So the rooms are super hot",0.005952381,0.488452381
18674,"La ubicación es perfecta, cerca al metro y sitios donde comer. La atención excelente y son muy cordiales.",0,0
18674,Great place. Great value. Great Location,0.8,0.75
18674,"Before I start my review, I just want to let you know that I am a long-standing Air BNBer with lots of positive reviews. I have generally had good experiences but this stay was not good.<br/>Firstly the property is not run by Mirea & Maria but by a property management company, Barcelona4Seasons. I point this out because a big draw for me to this property was that I would be dealing with members of the LGBTIQ+ community. It’s worth noting this. Communications ahead of time were generally good and they were responsive. There was however a significant problem which led to my party abandoning the property.  <br/>The apartment is fantastically located in Sagrada Familia district. The apartment is an older apartment block and is definitely ‘vintage’. <br/> <br/>The problem is that there are significant building works going on to the rear of the apartment. These are major. They look like they have been there for some time and are likely to continue for several months. They create significant noise pollution which is heard throughout the apartment but specifically loudest at the rear of the building where 2 of the bedrooms are located. There is significant dust and debris produced by the building works also. <br/>This will have several impacts on your stay:<br/>- unless you are a deep sleeper you are likely to be woken during the day by the building works.<br/>- you will not be able to return to the apartment during the day as any rest you may wish to take will be impacted by the works.<br/>- you will be unable to leave the rear apartment windows open during the day because of the dust.<br/>I think therefore currently this would not make for a good holiday/tourist stay. It might be appropriate if you are staying for work.<br/>My friends who arrived first during the afternoon discovered this problem and refused to stay. They felt unsafe and, as this was part of their honeymoon, I don’t blame them. They recorded good video footage which shows the extent of the building works and the noise pollution. I am happy to share this on request.<br/>I immediately reported this to Barcelona4Seasons on my arrival. They denied knowledge of this significant building project and were unable to offer a refund or to rehouse us. They stated that they were unaware of these works. I find this comment surprising given that cleaners are coming into the apartment regularly and the scale of work. We were therefore obliged to find alternative accomodation and I am actively pursuing a refund.<br/>My stay was on the8th September and am writing this on 24 th September. I have looked at the listing today and note that no mention is made of the property management company or the building works. I would have hoped to have been told about the building works ahead of my stay as this would have impacted my  choice to stay here. I hope this helps you make an informed choice ahead of your stay. <br/>I hope by the time you read this the omissions in the listing have been updated as this could have been a great spot to stay were it not for the conditions.",0.232297237,0.545266009
18674,"Great apartment! Spacious, cozy and clean. Perfect location with a view of La Sagrada Familia from the balcony",0.541666667,0.8
18674,"Nice, big and clean apartment <br/>with everything you need  inside at a perfect location !!<br/>Mireia and Maria are really nice and helpful with everything <br/>Fast and good communication all the time <br/>Recommend this for everyone <br/>Full star from me at all points",0.544444444,0.733333333
18674,Très bon séjour<br/>l'annonce correspond à l'appartement<br/>très bonne communication,0,0
18674,"Todo excelentemente bien, el balcón tiene una vista hermosa, la zona es bonita, tiene todo cerca incluyendo la sagrada familia que está a 1 calle, el Internet perfecto, la TV muy bien, las habitaciones impecables, las duchas impecables, el acceso super bien y nos dejaron ingresar las maletas antes de tiempo y volvimos a la hora de llegada acordada, está en 6 piso y tiene ascensor, es un lugar muy seguro, aunque todos dicen que la zona no lo es, a nosotros no nos fue mal. volveremos lo sé!",0.416666667,0.666666667
18674,"This was exactly what my friends and I were looking for during our stay in Barcelona. The location was amazing, with views of the Sagrada Familia, and many places were walking distance. It accommodated the 7 of us easily and the highlight for us were the bathrooms. We spent more time outside the apartment than inside, and it served us as a great place to come back from a day of exploring to rest, recover, and rejuvenate ourselves for more exploration! <br/>The listing is as advertised and the host was very responsive, and while we didn’t make any particular requests during the stay, I’m sure they would’ve been answered promptly.",0.344230769,0.454273504
18674,Very nice place,0.78,1
18674,Excessively charged for deposit and tourist tax which was not previously mentioned. Deposit refund not clearly specified.,-0.072222222,0.516666667
18674,todo bien....recomendado,0,0
18674,"Very spacious apartment well located close to Sagrada Familia, perfectly clean and tidy felt right at home, bonus points for the balcony being a lovely sun trap (for November anyway). Would definitely return and would definitely recommend!",0.278911565,0.583673469
23197,"We (5 friends) were staying for a conference in the nearby center and were pleasantly surprised. The apartment was clean, quiet, modern and spacious. It had extensive commodities like laundry machines, fast internet, dish washer and a nice balcony.<br/>I would definitely recommend it!",0.151851852,0.52962963
23197,The host canceled my reservation 138 days before arrival.,0,0
23197,We had a nice stay at the apartment. It is a 10 min walk to the beach and a 5 minute walk to a huge shopping center. The apartment is spacious and has a well equipped kitchen. We would stay there again. ,0.3,0.666666667
23197,"Great apartment! It was plenty spacious for us, and the balcony is just great. Tony was super helpful getting me oriented and giving us tips for our stay. We were going to a conference at CCIB, which is just down the street. Getting into the center was also very easy since we had a tram stop right in front of the building and a metro stop a short walk away. We would definitely stay there again in a heartbeat!",0.3029806,0.543474427
23197,I stayed in Marnie's apartment with two colleagues while attending a conference at the CCIB Centre in Barcelona. The apartment is lovely and very convenient to the Convention Centre. It's also a short walk to a shopping centre that has a supermarket. The apartment was very clean and well appointed. We felt very at home and there were even some Spanish beers left for us in the fridge.,,0.365714286
<br/>,nan,,0
<br/>I would be very pleased to stay again.,nan,,0
23197,"L appartement est spacieux chaleureux, calme et bien équipé . Attention il est situé à Badalona assez loin du centre de Barcelone contrairement au posionnement annoncé sur la carte. Comptez 12 à 20 euros de taxi pour rejoindre le centre. La place plus la place de parking en sous sol n est pas non plus comprise dans le prix ce qui est un peu mesquin à  mon goût vu les tarifs pratiques mais on s est quand même bien amusés.",0,0
23197,"The apartment was great! Convenient location, really clean, and there was even a bottle of wine waiting for us!",0.729166667,0.725
23197,"The Forum Deluxe apartment hosted by Etain was excellent, overall.<br/><br/>A group of 4 colleagues stayed in this apartment during our business trip to the Barcelona CCIB conference center and were very pleased with our stay.<br/><br/>Pros:<br/>- very close (5 min walk) to the CCIB conference/convention center and beach<br/>- very clean and well-equipped, modern apartment which has been accurately advertised by the host<br/>- local area felt safe<br/>- 4 physical beds for 4 individual sleeping arrangements (2 double options available for a total of 6 bed spaces)--as advertised<br/>- We were able to reserve the entire apartment with only 4 guests<br/><br/>Suggested improvements:<br/>- we experienced some timing/coordination inconvenience due to having only 2 apartment keys. This could easily be resolved if the host can provide 1 key/guest as-needed, especially for business travelers. Note: the apartment host (Etain) has been excellent and we expect this accommodation will be made.<br/>- we were not initially aware of an additional, cash-only fee (""tourist tax"") which was requested during check-in. Rate was .72 x person x night and was rounded up to nearest Euro. E.g., total for our 4 person, 5 night stay was 15 Euro.<br/>",0.239642857,0.564090136
23197,"Great apartment, wounderful host and nice safe area. A bit further outside city center than we thought but easy to catch tram or metro. We might come again ",0.319047619,0.533333333
23197,The apartment was absolutely beautiful! Perfect for our family. It was close to the metro and an easy walk to Diagonal Mar mall and lots of restaurants. Communication with our host was very helpful before and during our stay. We highly recommend this apartment for an awesome stay in Barcelona!,0.632222222,0.778888889
23197,"Litt vanskelig å finne stedet, og drosjesjåføren slet litt, men vi ble møtt. Leiligheten var som den ble beskrevet, og alt fungerte fint. Fin terasse, men det er  noe bråk fra veien (selv om det ikke er den mest trafikerte veien i byen). Vi fikk frastjålet en sykkel fra gaten. Stod låst, men var borte på 10 minutter. Det skjer overalt i Barcelona, og var en påmindelse om at man bør passe på spesielt i Metro osv. <br/>Ellers går trikken rett utenfor leiligheten og det er lett å komme seg til byen eller standen. ",0,0
23197,"We had a wonderful 8 day stay at this apartment. We were attending a convention at the CCIB which is ~700m away  (an easy stroll) and we had a 5y old with us. <br/><br/>We liked:<br/>a) presence of a supermarket and a mall 700m away<br/>b) easy tram access (50m away) & metro access (650m away) at El Maresme/Forum stop<br/>c) lots of food around the metro stop and at the mall<br/>d) very clean , well-kept apartment with all modern conveniences, great layout with a lovely balcony to sit in. The memory foam pillows in the master bedroom were a plus!<br/>e) cool sea breeze throughout the day blowing thru the apartment, which was good for hot summers<br/>f) Etain was also very responsive, and although she was away while we were in Barcelona, another person was there to help us settle in, and also to check out.<br/><br/>Overall, a very comfortable stay, in a lovely modern apartment. Two thumbs up!",0.464895833,0.676666667
23197,Fantastic experience! Very easy to get to! Very close to the L4 Metro from Fórum to get into the city. Get the T-10 ticket if you plan to take the metro more than a few times. The apartments was fantastic! I was in town for 2 weeks and did a load of laundry and having a dryer was a rarity in the area. Everyone was friendly and welcoming. The entire experience was 5-stars!,0.322395833,0.603125
23197,"Good place, <br/>Excellent host.<br/>I'll book it again next time I'll go to Barcelona",0.35,0.3
23197,"Great apartment, very clean and lots of space.",0.638333333,0.83
23197,"The place was as described and more. They accommodate out check in time. We were received by Tony who was wonderful. He gave us tips of places to go during our stay. Also, we had cold beverages waiting for us which it was a nice touch. The place was perfect. We were located at a first floor and with a beautiful balcony. In overall, I recommend this place to anyone who visits Barcelona. ",0.45,0.729166667
23197,"Etain was an excellent host. Great communication from the start. The apartment is a beautiful, clean and spacious. The location was perfect for us, not in the hustle and bustle of the city and just a short public transport journey in. There is a tram stop just outside the door of the apartment. I can't recommend this apartment enough. Thankyou Etain for making our stay in Barcelona amazing! We will definitely be back. ",0.433333333,0.56969697
23197,The place looks exactly as pictures. It is quite and even though is not centrally located public transportation and a complete shopping mall is 5 minutes away on foot . It was easy to communicate with the host and she was very helpful . ,0.163888889,0.35
23197,"We had a great week at Etain's place. This apartment is the perfect spot to stay if you are attending a function at the ICC. It was walking distance from the conference venue and right across the road from public transport, which made it really easy to get anywhere in Barcelona. There is a big shopping mall just down the road- very convenient.",0.320436508,0.484325397
23197,"This place is perfect for 3-4 people. It is located on outskirts of BCN near the beaches, and central to public transport. There is a large mall nearby that has anything you may need. All in all a solid place for a very reasonable price!",0.234183673,0.432176871
23197,Well located airbnb right next to the tram and perfect for those attending a conference at the CCIB. Recommend Sabor Mudejar as a nice neighborhood tapas place.<br/>Note to future guests: the AC is now only in the living room and while there are fans in all the bedrooms it was pretty warm in July and even with the door open and fan in the hall way to try to blow in some cool air it was a little toasty some nights. <br/>Would absolutely stay again but maybe not in July.,0.258184524,0.650892857
23197,"Lovely apartment in a quiet residential area. Easy access to the main Barcelona attractions via the nearby Metro station or the tram, which stops right outside the apartment. Just a 10 minute walk to a large shopping centre, which contains a supermarket, retail shops and restaurants. We preferred to eat at the local bars, which we found good value and decent quality. All in all we had a great stay and we would definitely recommend this apartment.",0.272222222,0.481746032
23197,Wonderful apartment -  easy metro access to downtown.,0.716666667,0.916666667
23197,"El apartamento es tal como se describe. Muy cómodo, con una gran terraza, todo el menaje necesario  y muy limpio. Tony nos recibió a la llegada muy atentamente explicándonos varios temas sobre comunicaciones, lugares de interés, etc. Tanto Etain como Tony nos han atendido en todo momento fantásticamente, ayudándonos en cualquier necesidad. Sin duda a nuestra vuelta a Barcelona intentaremos reservar en este mismo lugar situado fuera del bullicioso centro, muy bien comunicado y en zona muy, muy segura.",0,0
23197,"Marnie's place is a clean, spacious, cozy and well located apartment in Barcelona. It is far from the noisy streets, close to a port and beaches. As we have been traveling to the northern area of Spain each day the location fitted for us perfectly. Marnie has been always very communicative, helpful and lovely with us. The arrival went smoothly, we haven't got any bad surprises. Thank you, Marnie again! :-)",0.221296296,0.740740741
23197,"The photos do not do justice to Etain’s apartment, which is spacious, bright, and comfortable. The beds are excellent, the furniture is very good, and the apartment features high quality appliances, a plentiful supply of dishes, silverware and cooking utensils, good wi-fi, and a lovely balcony. The location is great if you are attending an event at the Forum (about an 8-minute walk from the apartment) or want to be near the water. It was also quite good for exploring Barcelona, because the T4 tram stops 30 meters from the front door of the building and connects you easily to the L4 subway line. The nearest subway station is about a 10-minute walk. There are small food markets nearby, and a super large supermarket in the Diagonal Mall, about a 12 minute walk. (But it is easy enough to hop on the tram at the Mall and go two stops to the apartment.) My group consisted of 4 adults, three of whom stayed in the apartment for a very pleasant week. We would do so again the next time we are in Barcelona.",0.449312169,0.648994709
23197,Lovely apartment close by to everything ,0.5,0.75
23197,Etain's apartment is large spacious and exactly as mentioned in the listing. It is 5 mins from the convention centre so perfect for anyone who is in town for a congress. I would highly recommend staying here. ,0.406071429,0.554642857
23197,Excellent solution when attending conferences in the nearby Centre Convencions Internacional Barcelona.,1,1
23197,-,0,0
23197,"Spacious apartment in a quiet residential area. Easy acces to the seaside and the main Barcelona attractions. Just a 10 minutes walk to a shopping center, Diagonal Mar. All in all we had a great time and we recommend the apartament. ",0.26,0.47
23197,Highly recommend! Just the right distance from all the hustle and bustle. Tram stop is 100 feet from the front door and provides easy access into the heart of the city within 10 minutes. The apartment is clean and well maintained.  Lots of space to entertain in living and dining area and the added benefit of a spacious balcony.,0.321428571,0.652261905
23197,"Great place and great host.  Very responsive and helpful.  Place is very spacious and located across the street from a tram stop.  If you learn the very useful and easy metro/tram/bus combo to get around Barcelona, you can get anywhere from this location.",0.470555556,0.488888889
23197,"El departamento cuenta con todo lo necesario para  6 personas.<br/>La ubicación es excelente, tal cómo se menciona. El transporte público,  una maravilla a la puerta.  Fueron muy gentiles con un early check in y un late check out sin costo.  Pasamos una semana inolvidable en familia. Para mejorar, la cama matrimonial. Volveré a Barcelona, sin duda alguna. Rafael, Santiago de Chile",-0.1,0.45
23197,"We had a great say in Marnie's apartment in Barcelona.  It was exactly as described and as shown in the pictures.  We stayed in early April, so it was a little chilly to enjoy the wonderful balcony, but we did have a few mornings where we could use it.  The apartment was very clean, the beds were comfortable and the Wifi worked great.  The apartment was very close to transportation to get into the city.  The tram stop is just outside the apartment or you can walk 10 min to get to a Metro stop.  We usually walked to the Metro.  There is a huge shopping mall & grocery store close to the apartment and it also had a lot of restaurant options.  A few nights we ended up eating closer to the apartment because we didn't feel like going back into the city.  The kitchen also has everything you need to cook as well.   We only had breakfast at the apartment.   For most places we visited,  it took about 20-25 minutes on the metro into Barcelona.  We also walked to the beach for an afternoon, it took about 10-15 minutes to get there.  Communication was always very quick, which we appreciated.  We typically like to stay out a little further away from the crowds, this suited out needs perfectly.   Thank you for a fantastic stay!",0.218012821,0.538846154
23197,"Sehr liebe saubere Wohnung, zentral gelegen durch Straßenbahnverbindung, Strandnähe und nahen Einkaufzentrum",0,0
23197,A lovely spacious flat. Very easy to catch a taxi. Shopping center close by. Lovely to sit on patio.,0.287666667,0.545
23197,"Velmi příjemný byt, kousek od pláže, hned vedle zastávky tramaje s dobrou dostupností do centra, bezproblémová komuniace s majitelem",0,0
23197,Excellent location to CCIB and Diagonal Mar shopping Centre. Recommend this option if staying for a conference instead of small over-priced hotel rooms. Place is clean and host is friendly and responsive. Close access to freeway options and secure parking made this the ideal choice for our business stay.,0.465277778,0.7
23197,"This is a great place to stay in Barcelona with your family or a large group. There is a train stop in front of the building, a shopping center and taxis really near by (also the touristic bus). The apartment is super comfortable, well decorated and functional.  I traveled with a group of 5 including two elderly people and we enjoyed our stay!",0.338945578,0.549319728
23197,"Fin leilighet, flott service, kurant beliggenhet.",0,0
